"ChargeItemDefinition.derivedFromUri","ChargeItemDefinition.derivedFromUri","","","",0,*,"","","Y","uri {[]} {[]}
","Underlying externally-defined charge item definition","Berisi data URL yang mendasari definisi item tagihan yang ditentukan secara eksternal dengan tipe data uri.","","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.derivedFromUri",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.partOf","ChargeItemDefinition.partOf","","container
","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ChargeItemDefinition|4.0.1]]}
","A larger definition of which this particular definition is a component or step","Berisi definisi yang lebih besar di mana definisi tertentu merupakan komponen atau langkah dengan tipe data canonical(ChargeItemDefinition).","","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.partOf",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.replaces","ChargeItemDefinition.replaces","","supersedes
priorrenewed order","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ChargeItemDefinition|4.0.1]]}
","Completed or terminated request(s) whose function is taken by this new request","Berisi data versi-versi baru dari protokol atau pedoman yang didefinisikan, memungkinkan identifikasi versi mana yang digantikan oleh instansi baru dengan tipe data canonical(ChargeItemDefinition).","","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.replaces",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.status","ChargeItemDefinition.status","","","",1,1,"","Y","Y","code {[]} {[]}
","draft | active | retired | unknown","Berisi data status dari definisi item tagihan yang umumnya akan berupa status draft, active, retired, dan unknown dengan tipe data code, yang nilainya mengacu pada data terminologi PublicationStatus.","Allows filtering of charge item definitions that are appropriate for use versus not.","","","","","","","","",,"required","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|4.0.1","",,,,"ChargeItemDefinition.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.status {different ValueSet}","FiveWs.status"
"ChargeItemDefinition.experimental","ChargeItemDefinition.experimental","","","",0,1,"","","Y","boolean {[]} {[]}
","For testing purposes, not real usage","Berisi data untuk menunjukkan bahwa definisi item tagihan ditulis untuk tujuan pengujian (atau pendidikan/evaluasi/pemasaran) dan tidak dimaksudkan untuk digunakan secara nyata dengan tipe data boolean.","Allows filtering of charge item definitions that are appropriate for use versus not.","Enables experimental content to be developed following the same lifecycle that would be used for a production-level charge item definition.","","","","","","","",,,,,"",,,,"ChargeItemDefinition.experimental",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.experimental","FiveWs.class"
"ChargeItemDefinition.date","ChargeItemDefinition.date","","Revision Date
","",0,1,"","","Y","dateTime {[]} {[]}
","Date last changed","Berisi data tanggal (dan opsional waktu) ketika definisi item tagihan tersebut diterbitkan dengan tipe data dateTime, dengan format yang diperbolehkan YYYY-MM-DDThh:mm:ss+zz:zz.","Note that this is not the same as the resource last-modified-date, since the resource may be a secondary representation of the charge item definition. Additional specific dates may be added as extensions or be found by consulting Provenances associated with past versions of the resource.","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.date","FiveWs.recorded"
"ChargeItemDefinition.publisher","ChargeItemDefinition.publisher","","","",0,1,"","","Y","string {[]} {[]}
","Name of the publisher (organization or individual)","Berisi data nama organisasi atau individu yang menerbitkan definisi item tagihan dengan tipe data string.","Usually an organization but may be an individual. The publisher (or steward) of the charge item definition is the organization or individual primarily responsible for the maintenance and upkeep of the charge item definition. This is not necessarily the same individual or organization that developed and initially authored the content. The publisher is the primary point of contact for questions or issues with the charge item definition. This item SHOULD be populated unless the information is available from context.","Helps establish the ""authority/credibility"" of the charge item definition.  May also allow for contact.","","","","","","","",,,,,"",,,,"ChargeItemDefinition.publisher",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.publisher {as string instead of CodeableConcept}","FiveWs.witness"
"ChargeItemDefinition.contact","ChargeItemDefinition.contact","","","",0,*,"","","Y","ContactDetail {[]} {[]}
","Contact details for the publisher","Berisi detail kontak untuk membantu pengguna menemukan dan berkomunikasi dengan penerbit dengan tipe data ContactDetail.","May be a web site, an email address, a telephone number, etc.","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.contact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.contact"
"ChargeItemDefinition.description","ChargeItemDefinition.description","","","",0,1,"","","Y","markdown {[]} {[]}
","Natural language description of the charge item definition","Berisi deskripsi teks bebas bahasa alami dari definisi item tagihan dari sudut pandang konsumen dengan tipe data markdown.","This description can be used to capture details such as why the charge item definition was built, comments about misuse, instructions for clinical use and interpretation, literature references, examples from the paper world, etc. It is not a rendering of the charge item definition as conveyed in the 'text' field of the resource itself. This item SHOULD be populated unless the information is available from context (e.g. the language of the charge item definition is presumed to be the predominant language in the place the charge item definition was created).","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.description"
"ChargeItemDefinition.useContext","ChargeItemDefinition.useContext","","","",0,*,"","","Y","UsageContext {[]} {[]}
","The context that the content is intended to support","Berisi data konteks yang dikembangkan dengan fokus dan tujuan untuk mendukung konteks yang terdaftar dengan tipe data UsageContext.","When multiple useContexts are specified, there is no expectation that all or any of the contexts apply.","Assist in searching for appropriate content.","","","","","","","",,,,,"",,,,"ChargeItemDefinition.useContext",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.useContext"
"ChargeItemDefinition.jurisdiction","ChargeItemDefinition.jurisdiction","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Intended jurisdiction for charge item definition (if applicable)","Berisi data wilayah hukum atau geografis di mana definisi item tagihan (jika berlaku) dengan tipe data CodeableConcept, yang nilainya dapat mengacu pada contoh data terminologi Jurisdication.","It may be possible for the charge item definition to be used in jurisdictions other than those for which it was originally designed or intended.","","","","","","","","",,"extensible","Countries and regions within which this artifact is targeted for use.","http://hl7.org/fhir/ValueSet/jurisdiction|4.0.1","",,,,"ChargeItemDefinition.jurisdiction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.jurisdiction"
"ChargeItemDefinition.copyright","ChargeItemDefinition.copyright","","License
Restrictions","",0,1,"","","","markdown {[]} {[]}
","Use and/or publishing restrictions","Berisi data pernyataan hak cipta yang berkaitan dengan definisi item tagihan dan/atau isinya dengan tipe data markdown.","","Consumers must be able to determine any legal restrictions on the use of the charge item definition and/or its content.","","","","","","","",,,,,"",,,,"ChargeItemDefinition.copyright",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.copyright","no-gen-base"
"ChargeItemDefinition.approvalDate","ChargeItemDefinition.approvalDate","","","",0,1,"","","","date {[]} {[]}
","When the charge item definition was approved by publisher","Berisi data tanggal ketika definisi item tagihan disetujui dengan tipe data date.","The 'date' element may be more recent than the approval date because of minor changes or editorial corrections.","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.approvalDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.approvalDate","no-gen-base"
"ChargeItemDefinition.lastReviewDate","ChargeItemDefinition.lastReviewDate","","","",0,1,"","","","date {[]} {[]}
","When the charge item definition was last reviewed","Berisi data tanggal terakhir kali definisi item tagihan ditinjau dengan tipe data date.","If specified, this date follows the original approval date.","Gives a sense of how ""current"" the content is.  Resources that have not been reviewed in a long time may have a risk of being less appropriate/relevant.","","","","","","","",,,,,"",,,,"ChargeItemDefinition.lastReviewDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.lastReviewDate","no-gen-base"
"ChargeItemDefinition.effectivePeriod","ChargeItemDefinition.effectivePeriod","","","",0,1,"","","Y","Period {[]} {[]}
","When the charge item definition is expected to be used","Berisi data periode efektif dari definisi item tagihan dapat digunakan dengan tipe data Period.","The effective period for a charge item definition  determines when the content is applicable for usage and is independent of publication and review dates. For example, a measure intended to be used for the year 2016 might be published in 2015.","Allows establishing a transition before a resource comes into effect and also allows for a sunsetting  process when new versions of the charge item definition are or are expected to be used instead.","","","","","","","",,,,,"",,,,"ChargeItemDefinition.effectivePeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A","Definition.effectivePeriod","no-gen-base"
"ChargeItemDefinition.code","ChargeItemDefinition.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Billing codes or product types this definition applies to","Berisi kode penagihan atau jenis produk yang berlaku untuk definisi item tagihan dengan tipe data CodeableConcept.","","","","","","","","","",,"example","Billing Code defined by this ChargeItemDefinition.","http://hl7.org/fhir/ValueSet/chargeitem-billingcodes|4.0.1","",,,,"ChargeItemDefinition.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.instance","ChargeItemDefinition.instance","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Medication|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Substance|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device|4.0.1]]}
","Instances this definition applies to","Berisi data rincian tagihan yang berkaitan dengan produk yang diberikan dengan tipe data Reference yang direferensikan ke data yang tersimpan di resource Medication | Substance | Device.","In case of highly customized, individually produced or fitted devices/substances, the pricing information may be different for each instance of the product. This reference links pricing details to specific product instances.","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.instance",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.applicability","ChargeItemDefinition.applicability","","","",0,*,"","","","BackboneElement {[]} {[]}
","Whether or not the billing code is applicable","Expressions that describe applicability criteria for the billing code.","The applicability conditions can be used to ascertain whether a billing item is allowed in a specific context. E.g. some billing codes may only be applicable in out-patient settings, only to male/female patients or only to children.","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.applicability",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.applicability.id","ChargeItemDefinition.applicability.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.applicability.extension","ChargeItemDefinition.applicability.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ChargeItemDefinition.applicability.modifierExtension","ChargeItemDefinition.applicability.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ChargeItemDefinition.applicability.description","ChargeItemDefinition.applicability.description","","","",0,1,"","","","string {[]} {[]}
","Natural language description of the condition","Berisi data deskripsi singkat dalam bahasa alami dari kondisi yang efektif mengkomunikasikan semantik yang dimaksud dengan tipe data string.","","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.applicability.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.applicability.language","ChargeItemDefinition.applicability.language","","","",0,1,"","","","string {[]} {[]}
","Language of the expression","Berisi tipe media bahasa untuk ekspresi, mis., 'teks/cql' untuk ekspresi Clinical Query Language atau 'teks/fhirpath' untuk ekspresi FHIRPath dengan tipe data string.","","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.applicability.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.applicability.expression","ChargeItemDefinition.applicability.expression","","","",0,1,"","","","string {[]} {[]}
","Boolean-valued expression","Berisi data ekspresi yang mengembalikan nilai true atau false, menunjukkan apakah kondisi tersebut dipenuhi dengan tipe data string.","Please note that FHIRPath Expressions can only be evaluated in the scope of the current ChargeItem resource to which this definition is being applied.
FHIRPath expressions can traverse into other resources linked from the ChargeItem resource, however, testing rules such as that a billing code may be billed only once per encounter need a wider scope. In such scenarios, CQL may be the appropriate choice.","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.applicability.expression",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.propertyGroup","ChargeItemDefinition.propertyGroup","","","",0,*,"","","","BackboneElement {[]} {[]}
","Group of properties which are applicable under the same conditions","Group of properties which are applicable under the same conditions. If no applicability rules are established for the group, then all properties always apply.","","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.propertyGroup",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.propertyGroup.id","ChargeItemDefinition.propertyGroup.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.propertyGroup.extension","ChargeItemDefinition.propertyGroup.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ChargeItemDefinition.propertyGroup.modifierExtension","ChargeItemDefinition.propertyGroup.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ChargeItemDefinition.propertyGroup.applicability","ChargeItemDefinition.propertyGroup.applicability","","","",0,*,"","","","null {[]} {[]}
","Conditions under which the priceComponent is applicable","Berisi ekspresi yang menggambarkan kriteria aplikabilitas untuk priceComponent.","The applicability conditions can be used to ascertain whether a billing item is allowed in a specific context. E.g. some billing codes may only be applicable in out-patient settings, only to male/female patients or only to children.","","","","","","","","",,,,,"",,,,"ChargeItemDefinition.propertyGroup.applicability",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
